city,pollutant,calendar_month,n_days_with_data,avg_value,min_daily_avg,max_daily_avg
Ahmedabad,Benzene,1,145,5.165,0.0,39.794
Ahmedabad,Benzene,2,132,3.6,0.0,50.611
Ahmedabad,Benzene,3,134,6.543,0.0,56.27
Ahmedabad,Benzene,4,103,5.146,0.0,17.222
Ahmedabad,Benzene,5,114,6.697,0.0,20.533
Ahmedabad,Benzene,6,112,5.428,0.0,29.456
Ahmedabad,Benzene,7,114,4.151,0.0,13.663
Ahmedabad,Benzene,8,116,3.31,0.0,32.197
Ahmedabad,Benzene,9,105,1.921,0.0,4.798
Ahmedabad,Benzene,10,122,5.282,0.0,35.01
Ahmedabad,Benzene,11,119,9.249,0.0,77.435
Ahmedabad,Benzene,12,93,6.326,0.0,29.826
Ahmedabad,CO,1,103,10.353,0.519,30.695
Ahmedabad,CO,2,87,11.38,1.079,22.833
Ahmedabad,CO,3,115,9.415,2.277,20.541
Ahmedabad,CO,4,103,8.389,0.283,22.237
Ahmedabad,CO,5,113,7.898,0.391,25.239
Ahmedabad,CO,6,113,13.18,0.414,40.088
Ahmedabad,CO,7,102,18.889,0.144,37.091
Ahmedabad,CO,8,114,18.808,6.084,39.21
Ahmedabad,CO,9,105,16.313,6.497,35.74
Ahmedabad,CO,10,106,11.867,1.41,24.016
Ahmedabad,CO,11,77,12.739,4.932,24.334
Ahmedabad,CO,12,87,9.719,1.889,19.837
Ahmedabad,NH3,1,0,,,
Ahmedabad,NH3,2,0,,,
Ahmedabad,NH3,3,0,,,
Ahmedabad,NH3,4,0,,,
Ahmedabad,NH3,5,0,,,
Ahmedabad,NH3,6,0,,,
Ahmedabad,NH3,7,0,,,
Ahmedabad,NH3,8,0,,,
Ahmedabad,NH3,9,0,,,
Ahmedabad,NH3,10,0,,,
Ahmedabad,NH3,11,0,,,
Ahmedabad,NH3,12,0,,,
Ahmedabad,NO,1,111,26.7,0.519,119.682
Ahmedabad,NO,2,103,32.295,1.079,147.569
Ahmedabad,NO,3,116,22.089,2.277,80.746
Ahmedabad,NO,4,103,15.747,2.28,75.708
Ahmedabad,NO,5,113,10.118,1.847,34.558
Ahmedabad,NO,6,117,15.704,2.306,44.957
Ahmedabad,NO,7,107,22.081,0.144,86.719
Ahmedabad,NO,8,119,22.231,6.084,89.851
Ahmedabad,NO,9,105,19.698,6.497,51.316
Ahmedabad,NO,10,116,25.245,1.41,112.706
Ahmedabad,NO,11,92,37.612,4.932,141.56
Ahmedabad,NO,12,91,20.923,1.889,102.293
Ahmedabad,NO2,1,112,68.818,11.653,273.387
Ahmedabad,NO2,2,104,79.931,10.447,201.585
Ahmedabad,NO2,3,117,63.28,14.142,156.213
Ahmedabad,NO2,4,108,44.468,13.278,128.867
Ahmedabad,NO2,5,114,34.989,0.081,112.682
Ahmedabad,NO2,6,117,53.625,9.528,277.311
Ahmedabad,NO2,7,114,54.56,0.118,184.401
Ahmedabad,NO2,8,119,33.827,7.39,73.54
Ahmedabad,NO2,9,105,50.252,5.455,239.762
Ahmedabad,NO2,10,116,73.656,5.037,246.976
Ahmedabad,NO2,11,92,104.895,12.697,292.02
Ahmedabad,NO2,12,91,65.185,11.32,110.07
Ahmedabad,NOx,1,114,50.732,0.0,169.273
Ahmedabad,NOx,2,103,62.761,13.947,254.602
Ahmedabad,NOx,3,116,46.532,10.248,141.581
Ahmedabad,NOx,4,103,36.037,9.31,95.056
Ahmedabad,NOx,5,114,28.03,2.746,80.776
Ahmedabad,NOx,6,117,42.454,8.233,162.63
Ahmedabad,NOx,7,114,49.404,7.767,122.969
Ahmedabad,NOx,8,119,42.038,15.882,119.187
Ahmedabad,NOx,9,105,45.915,15.12,157.055
Ahmedabad,NOx,10,122,58.89,15.403,199.606
Ahmedabad,NOx,11,94,71.178,0.0,197.092
Ahmedabad,NOx,12,91,38.563,7.76,88.27
Ahmedabad,O3,1,101,44.41,20.963,131.781
Ahmedabad,O3,2,99,46.127,7.94,107.421
Ahmedabad,O3,3,103,46.151,16.915,71.717
Ahmedabad,O3,4,101,40.029,4.623,77.881
Ahmedabad,O3,5,96,42.856,10.736,90.535
Ahmedabad,O3,6,96,35.603,0.719,122.088
Ahmedabad,O3,7,91,19.691,0.371,113.295
Ahmedabad,O3,8,107,25.459,1.402,98.334
Ahmedabad,O3,9,83,29.945,4.735,84.1
Ahmedabad,O3,10,112,48.421,5.999,165.657
Ahmedabad,O3,11,84,44.938,14.985,79.305
Ahmedabad,O3,12,85,49.686,4.585,105.686
Ahmedabad,PM10,1,23,112.097,66.539,161.094
Ahmedabad,PM10,2,27,143.903,97.03,242.98
Ahmedabad,PM10,3,29,107.207,37.124,153.05
Ahmedabad,PM10,4,30,81.561,61.788,112.617
Ahmedabad,PM10,5,48,97.809,56.902,177.872
Ahmedabad,PM10,6,40,106.211,62.279,156.326
Ahmedabad,PM10,7,27,112.568,80.672,172.359
Ahmedabad,PM10,8,29,136.607,50.034,199.336
Ahmedabad,PM10,9,23,76.773,33.909,123.181
Ahmedabad,PM10,10,29,137.058,52.969,215.194
Ahmedabad,PM10,11,30,111.984,69.152,217.529
Ahmedabad,PM10,12,29,110.245,76.391,163.955
Ahmedabad,PM2.5,1,85,79.358,18.025,149.26
Ahmedabad,PM2.5,2,101,88.425,32.759,259.637
Ahmedabad,PM2.5,3,116,78.415,20.671,237.765
Ahmedabad,PM2.5,4,102,75.31,21.266,220.949
Ahmedabad,PM2.5,5,111,52.255,19.148,130.345
Ahmedabad,PM2.5,6,113,43.802,11.908,143.692
Ahmedabad,PM2.5,7,112,49.032,4.658,350.569
Ahmedabad,PM2.5,8,119,43.59,10.453,170.215
Ahmedabad,PM2.5,9,100,36.436,3.542,69.117
Ahmedabad,PM2.5,10,121,95.865,20.102,365.342
Ahmedabad,PM2.5,11,92,97.065,33.685,349.084
Ahmedabad,PM2.5,12,88,77.647,37.282,238.417
Ahmedabad,SO2,1,109,66.149,10.674,156.594
Ahmedabad,SO2,2,97,68.871,19.56,146.555
Ahmedabad,SO2,3,112,60.758,9.224,171.32
Ahmedabad,SO2,4,106,40.488,3.3,115.709
Ahmedabad,SO2,5,82,65.759,12.656,164.477
Ahmedabad,SO2,6,111,32.996,0.536,148.544
Ahmedabad,SO2,7,107,26.681,1.42,132.411
Ahmedabad,SO2,8,116,34.835,3.782,161.754
Ahmedabad,SO2,9,101,40.268,3.687,118.736
Ahmedabad,SO2,10,111,66.148,6.488,162.567
Ahmedabad,SO2,11,84,102.618,15.751,181.56
Ahmedabad,SO2,12,91,71.487,18.804,137.178
Ahmedabad,Toluene,1,145,26.754,0.0,189.752
Ahmedabad,Toluene,2,132,24.224,0.0,163.639
Ahmedabad,Toluene,3,134,32.057,0.0,128.405
Ahmedabad,Toluene,4,103,25.948,0.0,63.307
Ahmedabad,Toluene,5,114,31.066,0.0,85.729
Ahmedabad,Toluene,6,112,42.685,0.0,256.087
Ahmedabad,Toluene,7,114,33.959,0.0,97.195
Ahmedabad,Toluene,8,116,16.665,0.0,51.617
Ahmedabad,Toluene,9,105,13.07,0.0,35.366
Ahmedabad,Toluene,10,122,20.499,0.0,102.647
Ahmedabad,Toluene,11,119,30.523,0.0,173.763
Ahmedabad,Toluene,12,93,32.022,0.0,139.455
Ahmedabad,Xylene,1,145,4.982,0.0,48.763
Ahmedabad,Xylene,2,132,4.454,0.0,35.608
Ahmedabad,Xylene,3,134,5.108,0.0,25.666
Ahmedabad,Xylene,4,103,4.899,0.0,28.132
Ahmedabad,Xylene,5,114,4.408,0.65,14.2
Ahmedabad,Xylene,6,112,3.39,0.0,56.493
Ahmedabad,Xylene,7,114,1.04,0.0,8.696
Ahmedabad,Xylene,8,116,0.986,0.0,16.894
Ahmedabad,Xylene,9,105,0.771,0.0,4.965
Ahmedabad,Xylene,10,121,5.178,0.0,113.439
Ahmedabad,Xylene,11,119,8.324,0.0,87.026
Ahmedabad,Xylene,12,93,6.148,0.0,28.35
Bengaluru,Benzene,1,153,3.889,0.0,46.897
Bengaluru,Benzene,2,133,1.625,0.0,21.652
Bengaluru,Benzene,3,146,1.545,0.0,21.328
Bengaluru,Benzene,4,134,2.188,0.0,39.429
Bengaluru,Benzene,5,167,2.956,0.09,39.172
Bengaluru,Benzene,6,140,1.025,0.014,5.668
Bengaluru,Benzene,7,106,2.614,0.311,23.092
Bengaluru,Benzene,8,105,2.189,0.292,27.761
Bengaluru,Benzene,9,100,0.728,0.179,1.651
Bengaluru,Benzene,10,107,0.957,0.0,3.02
Bengaluru,Benzene,11,139,1.258,0.0,11.692
Bengaluru,Benzene,12,123,1.43,0.0,9.068
Bengaluru,CO,1,182,1.695,0.0,17.395
Bengaluru,CO,2,162,1.605,0.335,15.928
Bengaluru,CO,3,174,2.212,0.107,29.931
Bengaluru,CO,4,161,1.138,0.0,14.573
Bengaluru,CO,5,159,0.897,0.151,8.494
Bengaluru,CO,6,162,1.145,0.296,8.691
Bengaluru,CO,7,128,1.942,0.376,29.212
Bengaluru,CO,8,122,1.47,0.0,34.045
Bengaluru,CO,9,130,0.905,0.202,8.498
Bengaluru,CO,10,144,1.151,0.0,10.903
Bengaluru,CO,11,137,1.081,0.278,5.38
Bengaluru,CO,12,152,1.077,0.21,2.95
Bengaluru,NH3,1,152,23.307,3.646,73.36
Bengaluru,NH3,2,134,22.587,3.832,98.389
Bengaluru,NH3,3,147,21.378,1.124,123.165
Bengaluru,NH3,4,132,19.678,5.419,45.687
Bengaluru,NH3,5,127,14.527,0.275,58.148
Bengaluru,NH3,6,142,18.721,1.926,75.141
Bengaluru,NH3,7,131,18.945,4.745,98.21
Bengaluru,NH3,8,139,22.622,0.17,50.583
Bengaluru,NH3,9,125,24.094,5.141,84.679
Bengaluru,NH3,10,142,22.652,5.647,51.903
Bengaluru,NH3,11,126,23.215,12.631,61.871
Bengaluru,NH3,12,132,25.071,9.496,92.651
Bengaluru,NO,1,185,13.218,1.369,95.189
Bengaluru,NO,2,170,9.023,1.535,29.45
Bengaluru,NO,3,181,7.769,2.382,42.329
Bengaluru,NO,4,178,5.979,1.702,27.607
Bengaluru,NO,5,185,6.689,0.747,69.97
Bengaluru,NO,6,173,6.168,0.46,32.779
Bengaluru,NO,7,149,9.934,1.068,54.792
Bengaluru,NO,8,147,10.613,1.372,49.24
Bengaluru,NO,9,150,9.647,1.747,31.663
Bengaluru,NO,10,155,11.904,1.732,38.943
Bengaluru,NO,11,150,11.046,0.872,40.065
Bengaluru,NO,12,155,12.493,1.547,60.143
Bengaluru,NO2,1,185,38.535,4.685,110.235
Bengaluru,NO2,2,170,36.315,14.463,102.775
Bengaluru,NO2,3,179,29.21,8.993,72.789
Bengaluru,NO2,4,178,22.856,4.856,53.654
Bengaluru,NO2,5,185,24.451,5.525,75.838
Bengaluru,NO2,6,174,19.186,4.38,45.045
Bengaluru,NO2,7,150,19.888,3.005,68.84
Bengaluru,NO2,8,147,19.838,5.525,42.15
Bengaluru,NO2,9,150,24.929,7.255,59.802
Bengaluru,NO2,10,155,31.091,15.26,71.633
Bengaluru,NO2,11,150,29.978,6.81,56.638
Bengaluru,NO2,12,155,39.294,20.186,142.353
Bengaluru,NOx,1,176,30.37,0.0,147.058
Bengaluru,NOx,2,168,22.849,0.0,56.961
Bengaluru,NOx,3,184,20.844,0.0,71.781
Bengaluru,NOx,4,179,17.319,0.0,55.02
Bengaluru,NOx,5,183,15.572,0.0,64.742
Bengaluru,NOx,6,170,13.437,0.0,38.972
Bengaluru,NOx,7,148,13.445,0.0,33.718
Bengaluru,NOx,8,142,14.93,0.0,38.66
Bengaluru,NOx,9,145,16.259,0.0,65.48
Bengaluru,NOx,10,152,24.161,0.0,73.776
Bengaluru,NOx,11,148,24.252,0.0,77.828
Bengaluru,NOx,12,154,27.369,0.0,106.255
Bengaluru,O3,1,170,40.428,8.668,81.548
Bengaluru,O3,2,157,42.593,12.279,78.02
Bengaluru,O3,3,171,45.906,8.93,89.882
Bengaluru,O3,4,147,50.539,7.027,102.029
Bengaluru,O3,5,163,36.098,7.956,82.307
Bengaluru,O3,6,149,21.212,6.609,65.622
Bengaluru,O3,7,122,20.999,3.534,56.818
Bengaluru,O3,8,142,16.788,3.001,54.928
Bengaluru,O3,9,141,21.605,5.01,49.22
Bengaluru,O3,10,136,24.263,6.426,50.217
Bengaluru,O3,11,140,31.123,3.144,77.535
Bengaluru,O3,12,124,32.512,1.829,80.568
Bengaluru,PM10,1,146,101.561,50.028,235.317
Bengaluru,PM10,2,132,97.563,26.939,193.588
Bengaluru,PM10,3,137,109.923,33.52,205.284
Bengaluru,PM10,4,137,94.062,20.844,318.015
Bengaluru,PM10,5,130,64.288,19.207,118.103
Bengaluru,PM10,6,140,54.054,15.461,210.28
Bengaluru,PM10,7,109,64.737,9.932,129.549
Bengaluru,PM10,8,105,60.555,11.73,116.594
Bengaluru,PM10,9,115,67.774,27.775,131.331
Bengaluru,PM10,10,113,89.537,35.112,264.902
Bengaluru,PM10,11,122,80.971,8.217,192.192
Bengaluru,PM10,12,142,88.799,19.226,181.409
Bengaluru,PM2.5,1,149,47.155,6.805,119.157
Bengaluru,PM2.5,2,142,45.219,21.308,134.694
Bengaluru,PM2.5,3,159,45.13,17.994,239.543
Bengaluru,PM2.5,4,159,36.99,13.3,190.967
Bengaluru,PM2.5,5,175,33.332,12.532,120.555
Bengaluru,PM2.5,6,161,22.477,7.847,115.975
Bengaluru,PM2.5,7,127,21.749,12.836,57.44
Bengaluru,PM2.5,8,146,21.881,3.913,113.843
Bengaluru,PM2.5,9,138,24.828,7.017,158.665
Bengaluru,PM2.5,10,148,36.2,9.628,122.408
Bengaluru,PM2.5,11,146,40.71,10.701,139.347
Bengaluru,PM2.5,12,150,48.329,1.724,216.761
Bengaluru,SO2,1,184,8.785,2.803,88.172
Bengaluru,SO2,2,169,6.108,1.037,23.658
Bengaluru,SO2,3,183,5.913,1.478,54.348
Bengaluru,SO2,4,178,5.459,1.539,52.328
Bengaluru,SO2,5,185,5.036,0.918,15.382
Bengaluru,SO2,6,174,5.39,1.332,17.448
Bengaluru,SO2,7,150,4.941,1.071,15.955
Bengaluru,SO2,8,147,4.47,0.726,7.811
Bengaluru,SO2,9,150,4.913,1.295,9.3
Bengaluru,SO2,10,155,5.098,1.366,10.836
Bengaluru,SO2,11,150,4.737,1.715,11.633
Bengaluru,SO2,12,155,5.406,2.161,11.073
Bengaluru,Toluene,1,161,4.954,0.223,40.794
Bengaluru,Toluene,2,139,1.99,0.021,13.726
Bengaluru,Toluene,3,168,7.112,0.251,196.72
Bengaluru,Toluene,4,155,3.166,0.277,17.985
Bengaluru,Toluene,5,171,2.531,0.386,12.634
Bengaluru,Toluene,6,145,1.686,0.25,7.688
Bengaluru,Toluene,7,121,2.264,0.305,24.5
Bengaluru,Toluene,8,109,6.453,0.0,209.766
Bengaluru,Toluene,9,110,1.961,0.348,7.609
Bengaluru,Toluene,10,123,2.168,0.042,8.936
Bengaluru,Toluene,11,140,3.605,0.0,40.693
Bengaluru,Toluene,12,146,8.894,0.0,44.93
Bengaluru,Xylene,1,0,,,
Bengaluru,Xylene,2,0,,,
Bengaluru,Xylene,3,0,,,
Bengaluru,Xylene,4,0,,,
Bengaluru,Xylene,5,0,,,
Bengaluru,Xylene,6,0,,,
Bengaluru,Xylene,7,0,,,
Bengaluru,Xylene,8,0,,,
Bengaluru,Xylene,9,0,,,
Bengaluru,Xylene,10,0,,,
Bengaluru,Xylene,11,0,,,
Bengaluru,Xylene,12,0,,,
Chennai,Benzene,1,151,1.344,0.0,13.236
Chennai,Benzene,2,141,1.676,0.0,19.185
Chennai,Benzene,3,159,1.353,0.0,29.024
Chennai,Benzene,4,153,0.94,0.0,9.425
Chennai,Benzene,5,161,0.728,0.0,8.813
Chennai,Benzene,6,142,0.477,0.0,7.654
Chennai,Benzene,7,120,0.603,0.0,17.478
Chennai,Benzene,8,121,1.235,0.0,41.928
Chennai,Benzene,9,115,0.477,0.0,10.656
Chennai,Benzene,10,121,0.312,0.0,3.882
Chennai,Benzene,11,120,0.233,0.0,2.01
Chennai,Benzene,12,109,1.002,0.0,8.989
Chennai,CO,1,184,0.872,0.0,7.352
Chennai,CO,2,170,1.016,0.0,9.989
Chennai,CO,3,186,1.145,0.0,11.018
Chennai,CO,4,180,1.243,0.0,13.095
Chennai,CO,5,186,1.363,0.0,10.289
Chennai,CO,6,164,1.063,0.0,2.925
Chennai,CO,7,151,1.235,0.0,20.621
Chennai,CO,8,155,1.042,0.0,5.899
Chennai,CO,9,150,1.351,0.026,11.672
Chennai,CO,10,155,0.865,0.0,7.617
Chennai,CO,11,150,0.812,0.0,4.342
Chennai,CO,12,135,0.757,0.0,6.31
Chennai,NH3,1,151,77.244,2.185,300.455
Chennai,NH3,2,118,64.983,0.387,123.21
Chennai,NH3,3,137,46.083,1.686,214.599
Chennai,NH3,4,147,43.969,1.33,192.653
Chennai,NH3,5,143,56.2,1.78,212.338
Chennai,NH3,6,128,38.683,4.275,140.692
Chennai,NH3,7,120,57.647,0.243,175.566
Chennai,NH3,8,95,44.825,8.425,136.687
Chennai,NH3,9,90,27.045,11.119,55.261
Chennai,NH3,10,118,62.194,10.294,297.951
Chennai,NH3,11,115,110.153,5.61,330.781
Chennai,NH3,12,116,131.145,15.804,385.11
Chennai,NO,1,184,11.037,3.521,55.041
Chennai,NO,2,170,8.82,4.055,22.11
Chennai,NO,3,186,10.452,1.873,46.92
Chennai,NO,4,179,10.227,1.76,59.443
Chennai,NO,5,186,9.468,1.893,56.447
Chennai,NO,6,164,7.933,1.797,15.098
Chennai,NO,7,152,7.654,3.143,16.142
Chennai,NO,8,150,7.89,2.095,24.62
Chennai,NO,9,148,8.455,2.636,23.476
Chennai,NO,10,151,10.629,3.047,32.025
Chennai,NO,11,150,8.49,3.214,33.322
Chennai,NO,12,133,8.581,2.283,18.2
